time,hex,callsign,latitude,longitude,no_position,altitude,squawk,speed,track
2021-01-09 07:36:51Z.442,0x8a030b,,0,0,P,1975,3327,182,278
2021-01-09 07:36:52Z.076,0x8a030b,SJY182,0,0,P,1975,3327,180,276
2021-01-09 07:36:52Z.100,0x8a030b,SJY182,0,0,P,1975,3327,180,276
2021-01-09 07:36:52Z.100,0x8a030b,,0,0,P,2000,3327,180,276
2021-01-09 07:36:52Z.304,0x8a030b,SJY182,0,0,P,2000,3327,182,278
2021-01-09 07:36:52Z.326,0x8a030b,SJY182,0,0,P,2000,3327,182,278
2021-01-09 07:36:52Z.830,0x8a030b,SJY182,-6.12395,106.62227,P,2000,3327,182,278
2021-01-09 07:36:53Z.436,0x8a030b,SJY182,-6.12385,106.62175,P,2000,3327,182,278
2021-01-09 07:36:53Z.998,0x8a030b,,-6.12362,106.6208,P,2025,3327,180,276
2021-01-09 07:36:54Z.078,0x8a030b,SJY182,-6.12362,106.6208,P,2025,3327,185,280
2021-01-09 07:36:54Z.326,0x8a030b,SJY182,0,0,P,2025,3327,187,283
2021-01-09 07:36:54Z.672,0x8a030b,SJY182,0,0,P,2025,3327,187,283
2021-01-09 07:36:55Z.188,0x8a030b,SJY182,0,0,P,2025,3327,187,283
2021-01-09 07:36:55Z.916,0x8a030b,SJY182,0,0,P,2050,3327,190,285
2021-01-09 07:36:56Z.062,0x8a030b,SJY182,0,0,P,2050,3327,193,287
2021-01-09 07:36:56Z.532,0x8a030b,SJY182,-6.12306,106.61909,P,2050,3327,193,287
2021-01-09 07:36:56Z.774,0x8a030b,SJY182,0,0,P,2075,3327,196,289
2021-01-09 07:36:57Z.708,0x8a030b,SJY182,0,0,P,2075,3327,199,290
2021-01-09 07:36:57Z.822,0x8a030b,SJY182,0,0,P,2075,3327,196,289
2021-01-09 07:36:58Z.178,0x8a030b,SJY182,0,0,P,2075,3327,196,289
2021-01-09 07:36:58Z.186,0x8a030b,SJY182,0,0,P,2075,3327,196,289
2021-01-09 07:36:58Z.582,0x8a030b,SJY182,0,0,P,2100,3327,201,292
2021-01-09 07:36:59Z.588,0x8a030b,SJY182,0,0,P,2125,3327,201,292
2021-01-09 07:36:59Z.836,0x8a030b,,0,0,N,2125,0,201,292
2021-01-09 07:37:00Z.156,0x8a030b,SJY182,0,0,P,2150,3327,202,293
2021-01-09 07:37:00Z.198,0x8a030b,SJY182,0,0,P,2150,3327,202,293
2021-01-09 07:37:00Z.774,0x8a030b,SJY182,0,0,P,2150,3327,202,293
2021-01-09 07:37:01Z.946,0x8a030b,SJY182,-6.12103,106.61436,P,2200,3327,204,294
2021-01-09 07:37:01Z.950,0x8a030b,SJY182,0,0,P,2200,3327,204,294
2021-01-09 07:37:02Z.084,0x8a030b,SJY182,0,0,P,2225,3327,204,295
2021-01-09 07:37:02Z.158,0x8a030b,SJY182,0,0,P,2225,3327,204,295
2021-01-09 07:37:02Z.766,0x8a030b,SJY182,-6.12041,106.61317,P,2275,3327,204,295
2021-01-09 07:37:03Z.064,0x8a030b,SJY182,-6.12059,106.61351,P,2250,3327,204,295
2021-01-09 07:37:03Z.422,0x8a030b,SJY182,-6.12041,106.61317,P,2275,3327,204,296
2021-01-09 07:37:04Z.160,0x8a030b,SJY182,0,0,P,2275,3327,204,296
2021-01-09 07:37:04Z.198,0x8a030b,SJY182,0,0,P,2275,3327,204,296
2021-01-09 07:37:04Z.460,0x8a030b,SJY182,0,0,P,2350,3327,205,296
2021-01-09 07:37:05Z.298,0x8a030b,SJY182,0,0,P,2400,3327,205,296
2021-01-09 07:37:05Z.364,0x8a030b,SJY182,-6.11957,106.61147,P,2375,3327,204,296
2021-01-09 07:37:05Z.728,0x8a030b,SJY182,0,0,P,2425,3327,205,296
2021-01-09 07:37:06Z.660,0x8a030b,SJY182,0,0,P,2450,3327,205,296
2021-01-09 07:37:06Z.682,0x8a030b,SJY182,0,0,P,2450,3327,205,296
2021-01-09 07:37:06Z.930,0x8a030b,SJY182,0,0,P,2500,3327,204,296
2021-01-09 07:37:08Z.006,0x8a030b,SJY182,0,0,P,2550,3327,205,296
2021-01-09 07:37:08Z.064,0x8a030b,SJY182,0,0,P,2525,3327,205,296
2021-01-09 07:37:08Z.232,0x8a030b,SJY182,0,0,P,2575,3327,205,296
2021-01-09 07:37:08Z.354,0x8a030b,SJY182,0,0,P,2550,3327,205,296
2021-01-09 07:37:08Z.396,0x8a030b,SJY182,-6.11829,106.60891,P,2550,3327,204,296
2021-01-09 07:37:08Z.778,0x8a030b,SJY182,-6.11785,106.60806,P,2600,3327,206,296
2021-01-09 07:37:08Z.786,0x8a030b,SJY182,0,0,P,2575,3327,205,296
2021-01-09 07:37:09Z.466,0x8a030b,,0,0,N,2650,3327,206,296
2021-01-09 07:37:10Z.270,0x8a030b,SJY182,0,0,P,2625,3327,206,296
2021-01-09 07:37:10Z.290,0x8a030b,SJY182,0,0,P,2625,3327,206,296
2021-01-09 07:37:10Z.644,0x8a030b,SJY182,0,0,P,2700,3327,207,295
2021-01-09 07:37:11Z.092,0x8a030b,SJY182,0,0,P,2725,3327,207,295
2021-01-09 07:37:11Z.260,0x8a030b,SJY182,0,0,P,2750,3327,207,295
2021-01-09 07:37:12Z.004,0x8a030b,SJY182,0,0,P,2750,3327,208,294
2021-01-09 07:37:12Z.302,0x8a030b,SJY182,0,0,P,2800,3327,208,294
2021-01-09 07:37:12Z.594,0x8a030b,SJY182,0,0,P,2800,3327,208,294
2021-01-09 07:37:13Z.308,0x8a030b,SJY182,0,0,P,2800,3327,208,294
2021-01-09 07:37:13Z.458,0x8a030b,SJY182,0,0,P,2850,3327,210,294
2021-01-09 07:37:14Z.148,0x8a030b,SJY182,-6.11594,106.60394,P,2850,3327,210,294
2021-01-09 07:37:14Z.254,0x8a030b,SJY182,-6.11613,106.60427,P,2850,3327,208,294
2021-01-09 07:37:14Z.280,0x8a030b,SJY182,0,0,P,2850,3327,210,294
2021-01-09 07:37:14Z.534,0x8a030b,SJY182,0,0,P,2925,3327,210,293
2021-01-09 07:37:14Z.764,0x8a030b,SJY182,0,0,P,2900,3327,210,294
2021-01-09 07:37:15Z.150,0x8a030b,SJY182,-6.11577,106.60351,P,2875,3327,210,294
2021-01-09 07:37:15Z.240,0x8a030b,,0,0,N,2925,3327,210,294
2021-01-09 07:37:15Z.268,0x8a030b,SJY182,0,0,P,2950,3327,210,293
2021-01-09 07:37:16Z.268,0x8a030b,SJY182,0,0,P,2950,3327,210,293
2021-01-09 07:37:17Z.074,0x8a030b,SJY182,0,0,P,3025,3327,213,292
2021-01-09 07:37:17Z.208,0x8a030b,SJY182,0,0,P,3000,3327,213,292
2021-01-09 07:37:17Z.784,0x8a030b,SJY182,0,0,P,3050,3327,213,292
2021-01-09 07:37:18Z.008,0x8a030b,SJY182,-6.1144,106.6003,P,3050,3327,213,292
2021-01-09 07:37:18Z.276,0x8a030b,SJY182,0,0,P,3075,3327,213,292
2021-01-09 07:37:18Z.290,0x8a030b,SJY182,0,0,P,3075,3327,215,291
2021-01-09 07:37:18Z.460,0x8a030b,SJY182,0,0,P,3100,3327,215,291
2021-01-09 07:37:18Z.730,0x8a030b,SJY182,-6.11421,106.59974,P,3075,3327,213,292
2021-01-09 07:37:19Z.510,0x8a030b,SJY182,0,0,P,3100,3327,215,291
2021-01-09 07:37:19Z.924,0x8a030b,SJY182,0,0,P,3125,3327,215,291
2021-01-09 07:37:20Z.306,0x8a030b,SJY182,-6.11361,106.59821,P,3150,3327,216,291
2021-01-09 07:37:20Z.346,0x8a030b,,0,0,N,3175,3327,216,291
2021-01-09 07:37:20Z.616,0x8a030b,SJY182,0,0,P,3150,3327,216,291
2021-01-09 07:37:20Z.934,0x8a030b,SJY182,0,0,P,3200,3327,217,290
2021-01-09 07:37:21Z.190,0x8a030b,SJY182,0,0,P,3175,3327,216,291
2021-01-09 07:37:21Z.764,0x8a030b,SJY182,0,0,P,3225,3327,218,290
2021-01-09 07:37:22Z.290,0x8a030b,SJY182,0,0,P,3225,3327,218,290
2021-01-09 07:37:22Z.386,0x8a030b,SJY182,-6.1127,106.59573,P,3300,3327,218,290
2021-01-09 07:37:23Z.396,0x8a030b,SJY182,-6.11236,106.5948,P,3350,3327,219,290
2021-01-09 07:37:23Z.422,0x8a030b,SJY182,-6.1127,106.59573,P,3300,3327,218,290
2021-01-09 07:37:23Z.526,0x8a030b,SJY182,-6.11236,106.5948,P,3350,3327,219,290
2021-01-09 07:37:23Z.948,0x8a030b,SJY182,0,0,P,3400,3327,219,289
2021-01-09 07:37:24Z.182,0x8a030b,SJY182,0,0,P,3350,3327,219,290
2021-01-09 07:37:24Z.284,0x8a030b,SJY182,0,0,P,3400,3327,219,289
2021-01-09 07:37:24Z.620,0x8a030b,SJY182,0,0,P,3425,3327,219,289
2021-01-09 07:37:24Z.808,0x8a030b,SJY182,-6.11222,106.59442,P,3375,3327,219,289
2021-01-09 07:37:25Z.144,0x8a030b,SJY182,0,0,P,3425,3327,219,289
2021-01-09 07:37:26Z.004,0x8a030b,SJY182,0,0,P,3475,3327,219,288
2021-01-09 07:37:26Z.360,0x8a030b,,0,0,P,3525,3327,219,288
2021-01-09 07:37:26Z.414,0x8a030b,SJY182,-6.11137,106.59192,P,3525,3327,219,288
2021-01-09 07:37:26Z.758,0x8a030b,SJY182,0,0,P,3525,3327,219,288
2021-01-09 07:37:27Z.330,0x8a030b,SJY182,-6.1111,106.59103,P,3575,3327,219,288
2021-01-09 07:37:27Z.454,0x8a030b,SJY182,0,0,P,3575,3327,219,288
2021-01-09 07:37:27Z.782,0x8a030b,SJY182,0,0,P,3575,3327,220,288
2021-01-09 07:37:27Z.800,0x8a030b,SJY182,0,0,P,3575,3327,220,288
2021-01-09 07:37:28Z.880,0x8a030b,SJY182,0,0,P,3675,3327,220,287
2021-01-09 07:37:28Z.884,0x8a030b,SJY182,0,0,P,3675,3327,220,287
2021-01-09 07:37:29Z.270,0x8a030b,SJY182,0,0,P,3700,3327,221,287
2021-01-09 07:37:29Z.480,0x8a030b,SJY182,0,0,P,3675,3327,220,287
2021-01-09 07:37:29Z.884,0x8a030b,SJY182,-6.11031,106.5886,P,3725,3327,221,287
2021-01-09 07:37:30Z.400,0x8a030b,SJY182,0,0,P,3775,3327,222,287
2021-01-09 07:37:30Z.428,0x8a030b,SJY182,0,0,P,3725,3327,221,287
2021-01-09 07:37:30Z.470,0x8a030b,SJY182,0,0,P,3750,3327,221,287
2021-01-09 07:37:31Z.430,0x8a030b,SJY182,0,0,P,3775,3327,222,287
2021-01-09 07:37:32Z.144,0x8a030b,,0,0,N,3875,0,201,292
2021-01-09 07:37:32Z.358,0x8a030b,SJY182,-6.10968,106.58652,P,3850,3327,222,287
2021-01-09 07:37:32Z.366,0x8a030b,,-6.10982,106.58712,P,3825,3327,221,287
2021-01-09 07:37:32Z.952,0x8a030b,SJY182,0,0,P,3925,3327,223,287
2021-01-09 07:37:33Z.264,0x8a030b,SJY182,-6.10941,106.58563,P,3900,3327,223,287
2021-01-09 07:37:33Z.288,0x8a030b,SJY182,0,0,P,3875,3327,222,287
2021-01-09 07:37:33Z.906,0x8a030b,SJY182,-6.10922,106.58512,P,3925,3327,223,287
2021-01-09 07:37:34Z.280,0x8a030b,SJY182,-6.1091,106.58462,P,3950,3327,224,286
2021-01-09 07:37:34Z.286,0x8a030b,SJY182,-6.10922,106.58512,P,3925,3327,223,287
2021-01-09 07:37:34Z.456,0x8a030b,SJY182,0,0,P,4000,3327,224,286
2021-01-09 07:37:34Z.758,0x8a030b,SJY182,-6.10876,106.58363,P,4000,3327,224,286
2021-01-09 07:37:34Z.832,0x8a030b,SJY182,0,0,P,3975,3327,224,286
2021-01-09 07:37:35Z.320,0x8a030b,SJY182,0,0,P,4025,3327,224,286
2021-01-09 07:37:36Z.242,0x8a030b,SJY182,0,0,P,4025,3327,224,286
2021-01-09 07:37:36Z.266,0x8a030b,SJY182,0,0,P,4100,3327,225,286
2021-01-09 07:37:36Z.414,0x8a030b,SJY182,-6.10844,106.58251,P,4075,3327,225,286
2021-01-09 07:37:36Z.488,0x8a030b,SJY182,-6.10826,106.58192,P,4100,3327,225,286
2021-01-09 07:37:36Z.502,0x8a030b,SJY182,0,0,P,4075,3327,225,286
2021-01-09 07:37:36Z.856,0x8a030b,,0,0,P,4100,3327,222,287
2021-01-09 07:37:37Z.540,0x8a030b,,0,0,N,4100,3327,223,287
2021-01-09 07:37:38Z.096,0x8a030b,,0,0,N,3875,3327,201,292
2021-01-09 07:37:38Z.488,0x8a030b,SJY182,-6.10794,106.58088,P,4175,3327,225,286
2021-01-09 07:37:38Z.638,0x8a030b,SJY182,-6.1078,106.58028,P,4200,3327,225,286
2021-01-09 07:37:38Z.846,0x8a030b,SJY182,0,0,P,4250,3327,226,286
2021-01-09 07:37:39Z.296,0x8a030b,SJY182,0,0,P,4225,3327,225,286
2021-01-09 07:37:39Z.482,0x8a030b,SJY182,0,0,P,4300,3327,226,286
2021-01-09 07:37:39Z.488,0x8a030b,SJY182,0,0,P,4275,3327,226,286
2021-01-09 07:37:39Z.872,0x8a030b,SJY182,-6.10725,106.57851,P,4325,3327,225,286
2021-01-09 07:37:39Z.952,0x8a030b,SJY182,-6.10735,106.57888,P,4300,3327,226,286
2021-01-09 07:37:40Z.192,0x8a030b,SJY182,-6.10735,106.57888,P,4300,3327,226,286
2021-01-09 07:37:40Z.564,0x8a030b,SJY182,-6.10705,106.5779,P,4350,3327,225,286
2021-01-09 07:37:40Z.946,0x8a030b,SJY182,-6.10693,106.57739,P,4400,3327,225,286
2021-01-09 07:37:41Z.728,0x8a030b,,-6.10675,106.57688,P,4425,3327,225,286
2021-01-09 07:37:41Z.976,0x8a030b,SJY182,-6.10675,106.57688,P,4425,3327,225,286
2021-01-09 07:37:42Z.082,0x8a030b,,0,0,N,4425,3327,225,286
2021-01-09 07:37:42Z.462,0x8a030b,SJY182,-6.10675,106.57688,P,4425,3327,225,286
2021-01-09 07:37:42Z.472,0x8a030b,SJY182,-6.10644,106.57586,P,4500,3327,225,286
2021-01-09 07:37:42Z.474,0x8a030b,SJY182,0,0,P,4475,3327,225,286
2021-01-09 07:37:42Z.560,0x8a030b,SJY182,-6.10644,106.57586,P,4500,3327,225,286
2021-01-09 07:37:42Z.854,0x8a030b,,0,0,P,4475,3327,225,286
2021-01-09 07:37:42Z.954,0x8a030b,SJY182,-6.10629,106.57539,P,4525,3327,225,286
2021-01-09 07:37:43Z.994,0x8a030b,SJY182,-6.10602,106.57439,P,4600,3327,225,286
2021-01-09 07:37:44Z.472,0x8a030b,SJY182,0,0,P,4650,3327,225,286
2021-01-09 07:37:44Z.564,0x8a030b,SJY182,-6.10583,106.57376,P,4650,3327,225,286
2021-01-09 07:37:44Z.980,0x8a030b,SJY182,-6.1057,106.57326,P,4675,3327,225,286
2021-01-09 07:37:45Z.090,0x8a030b,SJY182,-6.10583,106.57376,P,4650,3327,225,286
2021-01-09 07:37:45Z.756,0x8a030b,SJY182,0,0,P,4700,3327,225,286
2021-01-09 07:37:45Z.858,0x8a030b,SJY182,0,0,P,4700,3327,225,286
2021-01-09 07:37:46Z.202,0x8a030b,SJY182,-6.10551,106.57264,P,4725,3327,225,286
2021-01-09 07:37:46Z.264,0x8a030b,SJY182,-6.10538,106.57217,P,4750,3327,225,286
2021-01-09 07:37:46Z.682,0x8a030b,SJY182,-6.10519,106.57165,P,4775,3327,225,286
2021-01-09 07:37:47Z.284,0x8a030b,SJY182,0,0,P,4825,3327,225,286
2021-01-09 07:37:47Z.670,0x8a030b,SJY182,-6.10492,106.57064,P,4850,3327,225,286
2021-01-09 07:37:47Z.684,0x8a030b,SJY182,0,0,P,4825,3327,225,286
2021-01-09 07:37:47Z.698,0x8a030b,,-6.10551,106.57264,P,4725,3327,225,286
2021-01-09 07:37:48Z.460,0x8a030b,SJY182,0,0,P,4875,3327,226,286
2021-01-09 07:37:48Z.880,0x8a030b,SJY182,-6.10453,106.56947,P,4925,3327,226,286
2021-01-09 07:37:49Z.362,0x8a030b,SJY182,-6.10472,106.57004,P,4900,3327,226,286
2021-01-09 07:37:49Z.460,0x8a030b,SJY182,0,0,P,4900,3327,226,286
2021-01-09 07:37:50Z.358,0x8a030b,SJY182,-6.10423,106.56845,P,5000,3327,226,286
2021-01-09 07:37:50Z.406,0x8a030b,SJY182,0,0,P,5025,3327,226,286
2021-01-09 07:37:50Z.854,0x8a030b,SJY182,-6.10423,106.56845,P,5000,3327,226,286
2021-01-09 07:37:51Z.304,0x8a030b,SJY182,-6.10382,106.56701,P,5075,3327,226,286
2021-01-09 07:37:51Z.560,0x8a030b,SJY182,-6.104,106.56752,P,5050,3327,226,286
2021-01-09 07:37:51Z.936,0x8a030b,SJY182,0,0,P,5075,3327,226,286
2021-01-09 07:37:51Z.986,0x8a030b,SJY182,-6.10382,106.56701,P,5075,3327,226,286
2021-01-09 07:37:52Z.258,0x8a030b,SJY182,-6.1037,106.56653,P,5125,3327,227,286
2021-01-09 07:37:52Z.732,0x8a030b,SJY182,-6.10342,106.56558,P,5175,3327,227,286
2021-01-09 07:37:52Z.784,0x8a030b,SJY182,-6.10342,106.56558,P,5175,3327,227,286
2021-01-09 07:37:53Z.194,0x8a030b,SJY182,-6.10327,106.5651,P,5200,3327,227,286
2021-01-09 07:37:53Z.774,0x8a030b,SJY182,0,0,P,5225,3327,227,286
2021-01-09 07:37:54Z.072,0x8a030b,SJY182,0,0,P,5275,3327,227,286
2021-01-09 07:37:54Z.494,0x8a030b,SJY182,0,0,P,5300,3327,228,287
2021-01-09 07:37:54Z.920,0x8a030b,,0,0,P,5200,3327,227,286
2021-01-09 07:37:55Z.070,0x8a030b,SJY182,0,0,P,5275,3327,227,286
2021-01-09 07:37:55Z.612,0x8a030b,SJY182,0,0,P,5325,3327,228,287
2021-01-09 07:37:55Z.870,0x8a030b,SJY182,-6.10272,106.56335,P,5325,3327,228,287
2021-01-09 07:37:56Z.052,0x8a030b,SJY182,-6.10236,106.56217,P,5400,3327,228,286
2021-01-09 07:37:56Z.266,0x8a030b,SJY182,0,0,P,5400,3327,228,286
2021-01-09 07:37:56Z.282,0x8a030b,SJY182,0,0,P,5400,3327,228,286
2021-01-09 07:37:57Z.088,0x8a030b,SJY182,0,0,P,5450,3327,228,286
2021-01-09 07:37:57Z.150,0x8a030b,SJY182,0,0,P,5450,3327,228,286
2021-01-09 07:37:57Z.906,0x8a030b,SJY182,0,0,P,5450,3327,228,286
2021-01-09 07:37:58Z.060,0x8a030b,SJY182,0,0,P,5525,3327,228,286
2021-01-09 07:37:58Z.182,0x8a030b,SJY182,-6.10185,106.56054,P,5475,3327,228,286
2021-01-09 07:37:58Z.188,0x8a030b,SJY182,0,0,P,5450,3327,228,286
2021-01-09 07:37:58Z.342,0x8a030b,SJY182,-6.1017,106.5599,P,5525,3327,228,286
2021-01-09 07:37:58Z.946,0x8a030b,SJY182,0,0,P,5575,3327,228,286
2021-01-09 07:37:59Z.108,0x8a030b,,0,0,P,5450,3327,228,286
2021-01-09 07:38:00Z.014,0x8a030b,SJY182,0,0,P,5600,3327,229,286
2021-01-09 07:38:00Z.086,0x8a030b,SJY182,0,0,P,5650,3327,229,286
2021-01-09 07:38:00Z.656,0x8a030b,SJY182,0,0,P,5650,3327,229,286
2021-01-09 07:38:00Z.740,0x8a030b,SJY182,-6.10094,106.55737,P,5675,3327,229,286
2021-01-09 07:38:01Z.372,0x8a030b,SJY182,-6.10103,106.55775,P,5650,3327,229,286
2021-01-09 07:38:01Z.592,0x8a030b,SJY182,0,0,P,5675,3327,229,286
2021-01-09 07:38:02Z.100,0x8a030b,SJY182,0,0,P,5750,3327,230,286
2021-01-09 07:38:02Z.208,0x8a030b,SJY182,0,0,P,5775,3327,230,286
2021-01-09 07:38:02Z.458,0x8a030b,SJY182,-6.10057,106.55626,P,5750,3327,230,286
2021-01-09 07:38:02Z.664,0x8a030b,SJY182,0,0,P,5800,3327,230,286
2021-01-09 07:38:03Z.072,0x8a030b,SJY182,0,0,P,5825,3327,230,286
2021-01-09 07:38:03Z.114,0x8a030b,SJY182,-6.10043,106.55569,P,5775,3327,230,286
2021-01-09 07:38:03Z.302,0x8a030b,SJY182,0,0,P,5825,3327,230,286
2021-01-09 07:38:04Z.080,0x8a030b,SJY182,0,0,P,5875,3327,231,287
2021-01-09 07:38:04Z.142,0x8a030b,SJY182,-6.10007,106.5545,P,5850,3327,230,286
2021-01-09 07:38:04Z.154,0x8a030b,SJY182,0,0,P,5825,3327,230,286
2021-01-09 07:38:04Z.600,0x8a030b,SJY182,0,0,P,5850,3327,231,287
2021-01-09 07:38:05Z.046,0x8a030b,SJY182,0,0,P,5950,3327,231,287
2021-01-09 07:38:05Z.554,0x8a030b,SJY182,0,0,P,5975,3327,231,287
2021-01-09 07:38:06Z.590,0x8a030b,SJY182,-6.09906,106.55141,P,6050,3327,231,287
2021-01-09 07:38:06Z.612,0x8a030b,SJY182,-6.09941,106.55242,P,5975,3327,231,287
2021-01-09 07:38:06Z.644,0x8a030b,SJY182,0,0,P,6000,3327,231,287
2021-01-09 07:38:06Z.672,0x8a030b,SJY182,0,0,P,6025,3327,231,287
2021-01-09 07:38:07Z.076,0x8a030b,SJY182,0,0,P,6075,3327,231,288
2021-01-09 07:38:07Z.452,0x8a030b,SJY182,0,0,P,6100,3327,232,289
2021-01-09 07:38:07Z.742,0x8a030b,SJY182,0,0,P,6075,3327,231,288
2021-01-09 07:38:08Z.130,0x8a030b,SJY182,0,0,P,6150,3327,232,289
2021-01-09 07:38:08Z.560,0x8a030b,SJY182,0,0,P,6150,3327,232,289
2021-01-09 07:38:08Z.580,0x8a030b,SJY182,0,0,P,6150,3327,232,289
2021-01-09 07:38:08Z.732,0x8a030b,SJY182,-6.09824,106.54918,P,6200,3327,232,289
2021-01-09 07:38:08Z.782,0x8a030b,SJY182,-6.09862,106.55019,P,6125,3327,232,289
2021-01-09 07:38:10Z.132,0x8a030b,SJY182,-6.09805,106.54867,P,6225,3327,231,290
2021-01-09 07:38:10Z.144,0x8a030b,SJY182,0,0,P,6225,3327,231,290
2021-01-09 07:38:10Z.246,0x8a030b,SJY182,-6.09787,106.54829,P,6250,3327,232,291
2021-01-09 07:38:10Z.558,0x8a030b,SJY182,0,0,P,6275,3327,232,291
2021-01-09 07:38:10Z.668,0x8a030b,SJY182,-6.09746,106.5473,P,6325,3327,232,293
2021-01-09 07:38:11Z.702,0x8a030b,SJY182,0,0,P,6400,3327,233,294
2021-01-09 07:38:12Z.076,0x8a030b,SJY182,0,0,P,6350,3327,232,293
2021-01-09 07:38:12Z.246,0x8a030b,SJY182,0,0,P,6425,3327,233,294
2021-01-09 07:38:12Z.670,0x8a030b,SJY182,0,0,P,6450,3327,234,295
2021-01-09 07:38:12Z.716,0x8a030b,SJY182,0,0,P,6450,3327,234,295
2021-01-09 07:38:13Z.080,0x8a030b,SJY182,0,0,P,6475,3327,234,295
2021-01-09 07:38:13Z.162,0x8a030b,SJY182,0,0,P,6425,3327,233,294
2021-01-09 07:38:13Z.572,0x8a030b,SJY182,-6.09613,106.54457,P,6500,3327,234,295
2021-01-09 07:38:13Z.966,0x8a030b,SJY182,0,0,P,6500,3327,234,295
2021-01-09 07:38:14Z.054,0x8a030b,SJY182,-6.09613,106.54457,P,6500,3327,234,295
2021-01-09 07:38:14Z.054,0x8a030b,SJY182,0,0,P,6550,3327,234,297
2021-01-09 07:38:14Z.104,0x8a030b,SJY182,-6.09613,106.54457,P,6500,3327,234,295
2021-01-09 07:38:14Z.952,0x8a030b,SJY182,0,0,P,6600,3327,235,298
2021-01-09 07:38:15Z.126,0x8a030b,SJY182,0,0,P,6600,3327,235,298
2021-01-09 07:38:15Z.560,0x8a030b,SJY182,0,0,P,6625,3327,236,300
2021-01-09 07:38:16Z.156,0x8a030b,SJY182,0,0,P,6600,3327,235,298
2021-01-09 07:38:16Z.588,0x8a030b,SJY182,-6.09471,106.54211,P,6650,3327,236,300
2021-01-09 07:38:17Z.068,0x8a030b,SJY182,-6.09471,106.54211,P,6650,3327,236,300
2021-01-09 07:38:17Z.070,0x8a030b,SJY182,0,0,P,6725,3327,236,300
2021-01-09 07:38:18Z.176,0x8a030b,SJY182,0,0,P,6775,3327,237,303
2021-01-09 07:38:18Z.206,0x8a030b,SJY182,0,0,P,6725,3327,237,303
2021-01-09 07:38:18Z.352,0x8a030b,SJY182,0,0,P,6775,3327,237,303
2021-01-09 07:38:18Z.780,0x8a030b,SJY182,0,0,P,6775,3327,237,303
2021-01-09 07:38:18Z.828,0x8a030b,SJY182,-6.09315,106.53983,P,6800,3327,237,303
2021-01-09 07:38:19Z.082,0x8a030b,SJY182,0,0,P,6825,3327,238,305
2021-01-09 07:38:19Z.178,0x8a030b,SJY182,-6.09315,106.53983,P,6800,3327,237,303
2021-01-09 07:38:19Z.594,0x8a030b,SJY182,0,0,P,6825,3327,238,305
2021-01-09 07:38:19Z.644,0x8a030b,SJY182,0,0,P,6800,3327,237,303
2021-01-09 07:38:20Z.016,0x8a030b,SJY182,-6.09288,106.53945,P,6825,3327,238,305
2021-01-09 07:38:20Z.082,0x8a030b,SJY182,-6.09215,106.53848,P,6900,3327,237,307
2021-01-09 07:38:21Z.414,0x8a030b,SJY182,-6.09155,106.53783,P,6950,3327,238,309
2021-01-09 07:38:21Z.808,0x8a030b,SJY182,0,0,P,6975,3327,238,309
2021-01-09 07:38:22Z.316,0x8a030b,SJY182,0,0,P,6975,3327,238,310
2021-01-09 07:38:22Z.408,0x8a030b,SJY182,0,0,P,6975,3327,238,310
2021-01-09 07:38:22Z.558,0x8a030b,SJY182,0,0,P,7025,3327,238,310
2021-01-09 07:38:22Z.584,0x8a030b,SJY182,0,0,P,7025,3327,238,310
2021-01-09 07:38:24Z.086,0x8a030b,SJY182,0,0,P,7125,3327,238,313
2021-01-09 07:38:24Z.096,0x8a030b,SJY182,0,0,P,7075,3327,238,312
2021-01-09 07:38:24Z.216,0x8a030b,SJY182,0,0,P,7150,3327,238,313
2021-01-09 07:38:24Z.316,0x8a030b,SJY182,-6.0889,106.53498,P,7175,3327,238,313
2021-01-09 07:38:24Z.832,0x8a030b,SJY182,-6.08941,106.53547,P,7125,3327,238,313
2021-01-09 07:38:24Z.832,0x8a030b,SJY182,0,0,P,7150,3327,238,313
2021-01-09 07:38:24Z.888,0x8a030b,SJY182,-6.08941,106.53547,P,7125,3327,238,313
2021-01-09 07:38:25Z.156,0x8a030b,SJY182,0,0,P,7225,3327,239,315
2021-01-09 07:38:25Z.242,0x8a030b,SJY182,-6.0889,106.53498,P,7175,3327,238,313
2021-01-09 07:38:25Z.466,0x8a030b,SJY182,-6.0889,106.53498,P,7175,3327,238,313
2021-01-09 07:38:26Z.086,0x8a030b,SJY182,0,0,P,7225,3327,239,315
2021-01-09 07:38:26Z.458,0x8a030b,SJY182,-6.08725,106.53349,P,7300,3327,239,316
2021-01-09 07:38:26Z.856,0x8a030b,SJY182,-6.08684,106.53314,P,7325,3327,239,318
2021-01-09 07:38:27Z.056,0x8a030b,SJY182,0,0,P,7300,3327,239,316
2021-01-09 07:38:28Z.246,0x8a030b,SJY182,-6.08652,106.53284,P,7350,3327,239,318
2021-01-09 07:38:28Z.376,0x8a030b,SJY182,-6.08556,106.53205,P,7425,3327,239,319
2021-01-09 07:38:28Z.580,0x8a030b,SJY182,0,0,P,7350,3327,239,319
2021-01-09 07:38:28Z.594,0x8a030b,SJY182,0,0,P,7400,3327,239,319
2021-01-09 07:38:28Z.682,0x8a030b,SJY182,0,0,P,7425,3327,239,319
2021-01-09 07:38:29Z.130,0x8a030b,SJY182,0,0,P,7475,3327,240,321
2021-01-09 07:38:29Z.530,0x8a030b,SJY182,0,0,P,7425,3327,239,315
