time,hex,callsign,latitude,longitude,no_position,altitude,squawk,speed,track
2021-01-09 07:29:17Z.146,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:20Z.670,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:23Z.200,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:25Z.894,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:29Z.186,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:32Z.168,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:35Z.184,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:38Z.186,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:40Z.798,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:45Z.300,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:29:47Z.278,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:29:50Z.302,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:29:53Z.138,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:29:55Z.718,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:29:58Z.394,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:02Z.704,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:05Z.306,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:08Z.308,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:10Z.366,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:14Z.352,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:15Z.820,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:20Z.098,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:24Z.356,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:25Z.878,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:30Z.388,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:32Z.862,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:35Z.868,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:38Z.872,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:40Z.312,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:44Z.346,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:47Z.194,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:50Z.368,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:53Z.318,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:30:55Z.300,0x8a030b,SJY182,0,0,N,0,3327,1,64
2021-01-09 07:31:07Z.880,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:31:11Z.840,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:31:14Z.258,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:31:16Z.354,0x8a030b,SJY182,0,0,P,0,3327,1,64
2021-01-09 07:31:20Z.442,0x8a030b,SJY182,-6.11099,106.66884,P,0,3327,4,67
2021-01-09 07:31:20Z.488,0x8a030b,SJY182,-6.11098,106.66885,P,0,3327,5,67
2021-01-09 07:31:22Z.392,0x8a030b,SJY182,-6.11097,106.66888,P,0,3327,5,67
2021-01-09 07:31:22Z.418,0x8a030b,SJY182,-6.11097,106.66889,P,0,3327,5,67
2021-01-09 07:31:23Z.898,0x8a030b,SJY182,-6.11096,106.66891,P,0,3327,5,67
2021-01-09 07:31:24Z.980,0x8a030b,SJY182,-6.11095,106.66894,P,0,3327,5,67
2021-01-09 07:31:26Z.450,0x8a030b,SJY182,-6.11094,106.66896,P,0,3327,6,67
2021-01-09 07:31:26Z.838,0x8a030b,SJY182,-6.11092,106.66899,P,0,3327,6,67
2021-01-09 07:31:28Z.450,0x8a030b,SJY182,-6.11091,106.66902,P,0,3327,6,67
2021-01-09 07:31:28Z.988,0x8a030b,SJY182,-6.1109,106.66904,P,0,3327,6,67
2021-01-09 07:31:29Z.858,0x8a030b,SJY182,-6.11089,106.66907,P,0,3327,6,67
2021-01-09 07:31:30Z.442,0x8a030b,SJY182,-6.11089,106.66908,P,0,3327,7,67
2021-01-09 07:31:32Z.526,0x8a030b,SJY182,-6.11088,106.66913,P,0,3327,7,67
2021-01-09 07:31:32Z.546,0x8a030b,SJY182,-6.11087,106.66914,P,0,3327,7,67
2021-01-09 07:31:34Z.692,0x8a030b,SJY182,-6.11084,106.6692,P,0,3327,7,64
2021-01-09 07:31:36Z.258,0x8a030b,SJY182,-6.11083,106.66923,P,0,3327,8,64
2021-01-09 07:31:36Z.636,0x8a030b,SJY182,-6.11082,106.66926,P,0,3327,8,67
2021-01-09 07:31:38Z.146,0x8a030b,SJY182,-6.1108,106.66929,P,0,3327,8,67
2021-01-09 07:31:38Z.828,0x8a030b,SJY182,0,0,P,0,3327,7,64
2021-01-09 07:31:39Z.032,0x8a030b,,0,0,P,0,3327,8,67
2021-01-09 07:31:40Z.146,0x8a030b,SJY182,-6.11077,106.66934,P,0,3327,7,64
2021-01-09 07:31:40Z.670,0x8a030b,SJY182,-6.11076,106.66939,P,0,3327,8,61
2021-01-09 07:31:40Z.796,0x8a030b,,-6.11077,106.66934,P,0,3327,7,64
2021-01-09 07:31:41Z.618,0x8a030b,SJY182,-6.11074,106.66941,P,0,3327,8,61
2021-01-09 07:31:42Z.208,0x8a030b,,0,0,P,0,3327,7,64
2021-01-09 07:31:43Z.034,0x8a030b,SJY182,-6.11072,106.66945,P,0,3327,8,59
2021-01-09 07:31:44Z.446,0x8a030b,SJY182,-6.1107,106.66948,P,0,3327,8,56
2021-01-09 07:31:45Z.036,0x8a030b,SJY182,-6.11068,106.6695,P,0,3327,8,53
2021-01-09 07:31:45Z.644,0x8a030b,,-6.11069,106.66949,P,0,3327,8,53
2021-01-09 07:31:46Z.462,0x8a030b,SJY182,-6.11066,106.66953,P,0,3327,8,53
2021-01-09 07:31:47Z.034,0x8a030b,SJY182,-6.11063,106.66955,P,0,3327,8,50
2021-01-09 07:31:47Z.858,0x8a030b,SJY182,-6.11061,106.66958,P,0,3327,8,50
2021-01-09 07:31:48Z.950,0x8a030b,SJY182,-6.11058,106.66961,P,0,3327,8,45
2021-01-09 07:31:49Z.296,0x8a030b,,0,0,P,0,3327,8,45
2021-01-09 07:31:50Z.462,0x8a030b,SJY182,-6.11056,106.66962,P,0,3327,8,42
2021-01-09 07:31:51Z.090,0x8a030b,SJY182,-6.11053,106.66965,P,0,3327,7,39
2021-01-09 07:31:52Z.162,0x8a030b,SJY182,-6.11052,106.66965,P,0,3327,7,33
2021-01-09 07:31:52Z.978,0x8a030b,SJY182,-6.11048,106.66968,P,0,3327,7,33
2021-01-09 07:31:54Z.034,0x8a030b,SJY182,-6.11046,106.66969,P,0,3327,6,28
2021-01-09 07:31:54Z.342,0x8a030b,SJY182,0,0,P,0,3327,6,28
2021-01-09 07:31:54Z.608,0x8a030b,SJY182,-6.11045,106.66969,P,0,3327,6,25
2021-01-09 07:31:56Z.272,0x8a030b,SJY182,-6.11042,106.66971,P,0,3327,5,22
2021-01-09 07:31:56Z.680,0x8a030b,SJY182,-6.11041,106.66972,P,0,3327,5,22
2021-01-09 07:31:58Z.222,0x8a030b,SJY182,-6.11039,106.66972,P,0,3327,4,19
2021-01-09 07:31:58Z.760,0x8a030b,SJY182,-6.11038,106.66972,P,0,3327,4,14
2021-01-09 07:31:59Z.520,0x8a030b,SJY182,-6.11039,106.66972,P,0,3327,4,14
2021-01-09 07:31:59Z.802,0x8a030b,SJY182,-6.11037,106.66973,P,0,3327,3,14
2021-01-09 07:32:00Z.952,0x8a030b,SJY182,0,0,P,0,3327,3,14
2021-01-09 07:32:04Z.110,0x8a030b,SJY182,0,0,P,0,3327,2,8
2021-01-09 07:32:07Z.108,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:32:09Z.108,0x8a030b,SJY182,0,0,P,0,3327,1,2
2021-01-09 07:32:12Z.652,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:32:15Z.188,0x8a030b,SJY182,0,0,P,0,3327,1,0
2021-01-09 07:34:00Z.190,0x8a030b,SJY182,-6.11028,106.66973,P,0,3327,1,5
2021-01-09 07:34:00Z.266,0x8a030b,SJY182,-6.11028,106.66973,P,0,3327,1,5
2021-01-09 07:34:00Z.294,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:34:00Z.378,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:34:03Z.802,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:34:04Z.878,0x8a030b,SJY182,-6.11025,106.66974,P,0,3327,2,8
2021-01-09 07:34:05Z.914,0x8a030b,SJY182,0,0,P,0,3327,1,5
2021-01-09 07:34:07Z.240,0x8a030b,SJY182,0,0,P,0,3327,2,8
2021-01-09 07:34:10Z.102,0x8a030b,SJY182,-6.11018,106.66975,P,0,3327,4,5
2021-01-09 07:34:10Z.318,0x8a030b,SJY182,-6.11018,106.66975,P,0,3327,4,5
2021-01-09 07:34:10Z.870,0x8a030b,SJY182,-6.11016,106.66975,P,0,3327,5,2
2021-01-09 07:34:11Z.680,0x8a030b,SJY182,-6.11017,106.66975,P,0,3327,5,2
2021-01-09 07:34:12Z.718,0x8a030b,SJY182,-6.11012,106.66975,P,0,3327,5,0
2021-01-09 07:34:12Z.794,0x8a030b,SJY182,-6.11013,106.66975,P,0,3327,5,2
2021-01-09 07:34:12Z.968,0x8a030b,SJY182,-6.11013,106.66975,P,0,3327,5,2
2021-01-09 07:34:14Z.182,0x8a030b,SJY182,-6.11009,106.66975,P,0,3327,5,357
2021-01-09 07:34:14Z.770,0x8a030b,SJY182,-6.11007,106.66975,P,0,3327,6,357
2021-01-09 07:34:15Z.724,0x8a030b,SJY182,-6.11004,106.66974,P,0,3327,6,351
2021-01-09 07:34:16Z.320,0x8a030b,SJY182,-6.11002,106.66974,P,0,3327,6,351
2021-01-09 07:34:17Z.422,0x8a030b,SJY182,-6.10999,106.66974,P,0,3327,6,348
2021-01-09 07:34:18Z.432,0x8a030b,SJY182,-6.10998,106.66973,P,0,3327,6,348
2021-01-09 07:34:19Z.886,0x8a030b,SJY182,-6.10996,106.66973,P,0,3327,7,345
2021-01-09 07:34:20Z.332,0x8a030b,SJY182,-6.10992,106.66972,P,0,3327,7,343
2021-01-09 07:34:20Z.662,0x8a030b,SJY182,-6.1099,106.66971,P,0,3327,7,340
2021-01-09 07:34:21Z.952,0x8a030b,SJY182,-6.1099,106.66971,P,0,3327,7,340
2021-01-09 07:34:22Z.152,0x8a030b,SJY182,-6.10987,106.66969,P,0,3327,7,340
2021-01-09 07:34:24Z.024,0x8a030b,SJY182,-6.10981,106.66967,P,0,3327,8,334
2021-01-09 07:34:24Z.578,0x8a030b,SJY182,-6.10978,106.66965,P,0,3327,8,331
2021-01-09 07:34:25Z.662,0x8a030b,SJY182,-6.10978,106.66965,P,0,3327,8,331
2021-01-09 07:34:26Z.080,0x8a030b,SJY182,-6.10975,106.66963,P,0,3327,8,326
2021-01-09 07:34:26Z.962,0x8a030b,SJY182,-6.1097,106.6696,P,0,3327,8,323
2021-01-09 07:34:27Z.764,0x8a030b,SJY182,0,0,P,0,3327,8,323
2021-01-09 07:34:28Z.420,0x8a030b,SJY182,-6.10968,106.66957,P,0,3327,9,320
2021-01-09 07:34:28Z.862,0x8a030b,SJY182,-6.10966,106.66955,P,0,3327,9,317
2021-01-09 07:34:30Z.474,0x8a030b,SJY182,-6.10962,106.66952,P,0,3327,9,315
2021-01-09 07:34:30Z.874,0x8a030b,SJY182,-6.1096,106.66949,P,0,3327,9,312
2021-01-09 07:34:32Z.526,0x8a030b,SJY182,-6.10957,106.66945,P,0,3327,9,309
2021-01-09 07:34:32Z.612,0x8a030b,SJY182,-6.10955,106.66943,P,0,3327,9,306
2021-01-09 07:34:32Z.632,0x8a030b,SJY182,-6.10958,106.66947,P,0,3327,9,309
2021-01-09 07:34:33Z.376,0x8a030b,SJY182,0,0,P,0,3327,9,309
2021-01-09 07:34:34Z.230,0x8a030b,SJY182,-6.10953,106.66939,P,0,3327,10,303
2021-01-09 07:34:34Z.720,0x8a030b,SJY182,-6.1095,106.66935,P,0,3327,10,300
2021-01-09 07:34:35Z.802,0x8a030b,SJY182,-6.10949,106.66931,P,0,3327,10,298
2021-01-09 07:34:36Z.582,0x8a030b,SJY182,-6.10947,106.6693,P,0,3327,10,298
2021-01-09 07:34:37Z.028,0x8a030b,SJY182,-6.10946,106.66927,P,0,3327,10,295
2021-01-09 07:34:37Z.626,0x8a030b,SJY182,-6.10946,106.66927,P,0,3327,10,295
2021-01-09 07:34:39Z.020,0x8a030b,SJY182,-6.10943,106.66919,P,0,3327,9,295
2021-01-09 07:34:39Z.810,0x8a030b,SJY182,0,0,P,0,3327,9,295
2021-01-09 07:34:40Z.486,0x8a030b,SJY182,-6.10941,106.66916,P,0,3327,9,295
2021-01-09 07:34:40Z.970,0x8a030b,SJY182,-6.10939,106.66912,P,0,3327,8,295
2021-01-09 07:34:41Z.982,0x8a030b,SJY182,-6.10938,106.66911,P,0,3327,8,295
2021-01-09 07:34:42Z.210,0x8a030b,SJY182,-6.10938,106.66911,P,0,3327,8,295
2021-01-09 07:34:42Z.640,0x8a030b,SJY182,-6.10938,106.66908,P,0,3327,7,298
2021-01-09 07:34:43Z.854,0x8a030b,SJY182,-6.10936,106.66905,P,0,3327,7,298
2021-01-09 07:34:44Z.144,0x8a030b,SJY182,-6.10936,106.66905,P,0,3327,7,298
2021-01-09 07:34:44Z.682,0x8a030b,SJY182,-6.10934,106.66903,P,0,3327,6,298
2021-01-09 07:34:46Z.312,0x8a030b,SJY182,-6.10933,106.66901,P,0,3327,6,298
2021-01-09 07:34:46Z.558,0x8a030b,SJY182,-6.10933,106.66901,P,0,3327,6,298
2021-01-09 07:34:46Z.932,0x8a030b,SJY182,-6.10932,106.66898,P,0,3327,5,298
2021-01-09 07:34:48Z.036,0x8a030b,SJY182,-6.10931,106.66896,P,0,3327,5,298
2021-01-09 07:34:48Z.396,0x8a030b,SJY182,-6.10931,106.66896,P,0,3327,5,298
2021-01-09 07:34:48Z.478,0x8a030b,SJY182,-6.1093,106.66895,P,0,3327,5,298
2021-01-09 07:34:48Z.890,0x8a030b,SJY182,-6.10931,106.66895,P,0,3327,5,298
2021-01-09 07:34:50Z.358,0x8a030b,SJY182,-6.10929,106.66892,P,0,3327,5,298
2021-01-09 07:34:50Z.420,0x8a030b,SJY182,0,0,P,0,3327,5,298
2021-01-09 07:34:50Z.780,0x8a030b,SJY182,-6.10928,106.6689,P,0,3327,5,298
2021-01-09 07:34:52Z.680,0x8a030b,SJY182,-6.10927,106.66889,P,0,3327,5,298
2021-01-09 07:34:52Z.788,0x8a030b,SJY182,-6.10926,106.66887,P,0,3327,5,298
2021-01-09 07:34:54Z.010,0x8a030b,SJY182,-6.10925,106.66885,P,0,3327,6,298
2021-01-09 07:34:54Z.258,0x8a030b,SJY182,-6.10925,106.66884,P,0,3327,6,298
2021-01-09 07:34:54Z.740,0x8a030b,SJY182,-6.10923,106.66882,P,0,3327,5,298
2021-01-09 07:34:55Z.974,0x8a030b,SJY182,0,0,P,0,3327,5,298
2021-01-09 07:34:56Z.320,0x8a030b,SJY182,-6.10922,106.66881,P,0,3327,5,295
2021-01-09 07:34:56Z.320,0x8a030b,SJY182,-6.10922,106.6688,P,0,3327,5,298
2021-01-09 07:34:58Z.642,0x8a030b,SJY182,0,0,P,0,3327,5,295
2021-01-09 07:35:01Z.082,0x8a030b,SJY182,0,0,P,0,3327,5,289
2021-01-09 07:35:01Z.584,0x8a030b,SJY182,-6.10918,106.66869,P,0,3327,5,286
2021-01-09 07:35:01Z.642,0x8a030b,SJY182,-6.10918,106.6687,P,0,3327,5,289
2021-01-09 07:35:03Z.892,0x8a030b,SJY182,-6.10917,106.66865,P,0,3327,5,284
2021-01-09 07:35:04Z.602,0x8a030b,SJY182,0,0,P,0,3327,5,281
2021-01-09 07:35:07Z.082,0x8a030b,SJY182,0,0,P,0,3327,5,270
2021-01-09 07:35:07Z.994,0x8a030b,SJY182,-6.10915,106.66854,P,0,3327,5,267
2021-01-09 07:35:09Z.574,0x8a030b,SJY182,-6.10915,106.66853,P,0,3327,5,264
2021-01-09 07:35:10Z.500,0x8a030b,SJY182,-6.10917,106.66848,P,0,3327,5,253
2021-01-09 07:35:10Z.620,0x8a030b,SJY182,0,0,P,0,3327,5,258
2021-01-09 07:35:12Z.424,0x8a030b,SJY182,0,0,P,0,3327,5,253
2021-01-09 07:35:13Z.082,0x8a030b,SJY182,0,0,P,0,3327,4,250
2021-01-09 07:35:16Z.130,0x8a030b,SJY182,-6.10919,106.66841,P,0,3327,3,247
2021-01-09 07:35:18Z.510,0x8a030b,SJY182,-6.1092,106.6684,P,0,3327,2,247
2021-01-09 07:35:20Z.128,0x8a030b,SJY182,0,0,P,0,3327,1,247
2021-01-09 07:35:22Z.532,0x8a030b,SJY182,0,0,P,0,3327,1,247
2021-01-09 07:35:22Z.648,0x8a030b,SJY182,0,0,P,0,3327,1,247
2021-01-09 07:35:25Z.180,0x8a030b,SJY182,0,0,P,0,3327,1,247
2021-01-09 07:35:28Z.678,0x8a030b,SJY182,0,0,P,0,3327,3,247
2021-01-09 07:35:29Z.240,0x8a030b,SJY182,0,0,P,0,3327,3,247
2021-01-09 07:35:31Z.138,0x8a030b,SJY182,0,0,P,0,3327,8,247
2021-01-09 07:35:31Z.584,0x8a030b,SJY182,-6.10926,106.66826,P,0,3327,8,247
2021-01-09 07:35:33Z.016,0x8a030b,SJY182,-6.10929,106.66816,P,0,3327,13,247
2021-01-09 07:35:33Z.464,0x8a030b,SJY182,-6.10931,106.66811,P,0,3327,17,247
2021-01-09 07:35:34Z.172,0x8a030b,SJY182,0,0,P,0,3327,17,247
2021-01-09 07:35:35Z.952,0x8a030b,SJY182,0,0,P,0,3327,17,247
2021-01-09 07:35:38Z.114,0x8a030b,SJY182,0,0,P,0,3327,32,247
2021-01-09 07:35:40Z.120,0x8a030b,SJY182,0,0,P,0,3327,47,247
2021-01-09 07:35:43Z.140,0x8a030b,SJY182,0,0,P,0,3327,57,247
2021-01-09 07:35:44Z.378,0x8a030b,SJY182,0,0,P,0,3327,17,247
2021-01-09 07:35:46Z.186,0x8a030b,SJY182,0,0,P,0,3327,76,247
2021-01-09 07:35:49Z.292,0x8a030b,SJY182,0,0,P,0,3327,90,247
2021-01-09 07:35:51Z.900,0x8a030b,SJY182,0,0,P,0,3327,105,247
2021-01-09 07:35:52Z.294,0x8a030b,SJY182,0,0,P,0,3327,105,247
2021-01-09 07:35:56Z.244,0x8a030b,SJY182,-6.112,106.66138,P,0,3327,120,247
2021-01-09 07:35:58Z.170,0x8a030b,SJY182,0,0,P,0,3327,130,247
2021-01-09 07:36:02Z.158,0x8a030b,SJY182,0,0,P,0,3327,140,247
2021-01-09 07:36:02Z.352,0x8a030b,SJY182,-6.11363,106.65732,P,0,3327,145,247
2021-01-09 07:36:08Z.192,0x8a030b,SJY182,0,0,P,0,3327,155,248
2021-01-09 07:36:10Z.224,0x8a030b,SJY182,0,0,P,325,3327,159,248
2021-01-09 07:36:10Z.798,0x8a030b,,0,0,N,350,0,160,248
2021-01-09 07:36:12Z.004,0x8a030b,,0,0,N,375,0,161,248
2021-01-09 07:36:12Z.122,0x8a030b,SJY182,0,0,P,375,3327,161,248
2021-01-09 07:36:12Z.974,0x8a030b,,0,0,N,375,3327,161,248
2021-01-09 07:36:13Z.418,0x8a030b,,0,0,N,425,3327,161,248
2021-01-09 07:36:14Z.190,0x8a030b,,0,0,N,450,3327,161,248
2021-01-09 07:36:14Z.274,0x8a030b,SJY182,-6.11655,106.64996,P,425,3327,161,248
2021-01-09 07:36:14Z.312,0x8a030b,,0,0,N,450,3327,161,248
2021-01-09 07:36:16Z.486,0x8a030b,,-6.11729,106.64808,P,525,3327,160,248
2021-01-09 07:36:16Z.808,0x8a030b,SJY182,0,0,P,550,3327,160,248
2021-01-09 07:36:17Z.794,0x8a030b,,0,0,P,625,3327,160,249
2021-01-09 07:36:18Z.014,0x8a030b,,-6.11769,106.64703,P,600,3327,160,248
2021-01-09 07:36:18Z.394,0x8a030b,SJY182,0,0,P,600,3327,160,248
2021-01-09 07:36:19Z.102,0x8a030b,,0,0,P,675,3327,160,249
2021-01-09 07:36:19Z.258,0x8a030b,SJY182,0,0,P,700,3327,160,249
2021-01-09 07:36:20Z.808,0x8a030b,,-6.11852,106.64475,P,775,3327,159,249
2021-01-09 07:36:21Z.318,0x8a030b,,-6.11852,106.64475,P,775,3327,159,249
2021-01-09 07:36:22Z.306,0x8a030b,SJY182,0,0,P,800,3327,159,249
2021-01-09 07:36:22Z.838,0x8a030b,SJY182,-6.11892,106.64372,P,850,3327,158,249
2021-01-09 07:36:23Z.068,0x8a030b,SJY182,0,0,P,875,3327,157,249
2021-01-09 07:36:23Z.656,0x8a030b,,0,0,N,900,3327,157,249
2021-01-09 07:36:23Z.856,0x8a030b,,0,0,N,875,3327,159,249
2021-01-09 07:36:23Z.990,0x8a030b,,0,0,P,950,3327,156,249
2021-01-09 07:36:24Z.330,0x8a030b,,0,0,P,950,3327,156,249
2021-01-09 07:36:24Z.544,0x8a030b,SJY182,0,0,P,950,3327,156,249
2021-01-09 07:36:25Z.324,0x8a030b,SJY182,-6.11971,106.64163,P,1025,3327,156,249
2021-01-09 07:36:26Z.582,0x8a030b,,0,0,P,1075,3327,154,249
2021-01-09 07:36:26Z.844,0x8a030b,SJY182,-6.12008,106.64059,P,1100,3327,154,249
2021-01-09 07:36:26Z.958,0x8a030b,,0,0,N,1075,3327,154,249
2021-01-09 07:36:27Z.260,0x8a030b,SJY182,-6.11994,106.64102,P,1075,3327,155,249
2021-01-09 07:36:28Z.302,0x8a030b,SJY182,-6.12046,106.63969,P,1175,3327,153,249
2021-01-09 07:36:28Z.458,0x8a030b,,0,0,N,1175,3327,153,249
2021-01-09 07:36:28Z.524,0x8a030b,SJY182,0,0,P,1200,3327,153,249
2021-01-09 07:36:28Z.828,0x8a030b,,0,0,N,1225,3327,153,248
2021-01-09 07:36:29Z.672,0x8a030b,,-6.12071,106.63903,P,1250,3327,153,248
2021-01-09 07:36:30Z.130,0x8a030b,SJY182,0,0,P,1300,3327,152,248
2021-01-09 07:36:30Z.616,0x8a030b,,0,0,P,1275,3327,152,248
2021-01-09 07:36:30Z.790,0x8a030b,,-6.12083,106.6387,P,1275,3327,152,248
2021-01-09 07:36:32Z.156,0x8a030b,SJY182,-6.12131,106.63749,P,1375,3327,151,248
2021-01-09 07:36:32Z.468,0x8a030b,SJY182,-6.12158,106.63689,P,1425,3327,151,247
2021-01-09 07:36:32Z.476,0x8a030b,SJY182,0,0,P,1375,3327,151,248
2021-01-09 07:36:32Z.632,0x8a030b,,-6.12158,106.63689,P,1425,3327,151,247
2021-01-09 07:36:32Z.830,0x8a030b,,0,0,P,1400,3327,151,247
2021-01-09 07:36:33Z.108,0x8a030b,SJY182,0,0,P,1450,3327,151,247
2021-01-09 07:36:34Z.100,0x8a030b,SJY182,0,0,P,1450,3327,151,247
2021-01-09 07:36:34Z.376,0x8a030b,SJY182,0,0,P,1500,3327,151,247
2021-01-09 07:36:34Z.542,0x8a030b,SJY182,-6.12208,106.63567,P,1525,3327,151,247
2021-01-09 07:36:35Z.466,0x8a030b,,0,0,P,1550,3327,151,247
2021-01-09 07:36:35Z.912,0x8a030b,SJY182,-6.12231,106.63498,P,1575,3327,151,247
2021-01-09 07:36:36Z.114,0x8a030b,SJY182,0,0,P,1600,3327,152,247
2021-01-09 07:36:36Z.126,0x8a030b,SJY182,0,0,P,1600,3327,152,247
2021-01-09 07:36:36Z.918,0x8a030b,SJY182,0,0,P,1625,3327,153,248
2021-01-09 07:36:38Z.058,0x8a030b,,-6.12297,106.6333,P,1650,3327,153,248
2021-01-09 07:36:38Z.286,0x8a030b,SJY182,0,0,P,1650,3327,153,248
2021-01-09 07:36:38Z.686,0x8a030b,SJY182,0,0,P,1700,3327,156,250
2021-01-09 07:36:38Z.994,0x8a030b,,-6.12297,106.6333,P,1650,3327,154,249
2021-01-09 07:36:39Z.114,0x8a030b,SJY182,-6.12325,106.63259,P,1700,3327,156,250
2021-01-09 07:36:40Z.126,0x8a030b,SJY182,-6.12325,106.63259,P,1700,3327,153,248
2021-01-09 07:36:40Z.246,0x8a030b,SJY182,0,0,P,1725,3327,157,251
2021-01-09 07:36:40Z.394,0x8a030b,SJY182,0,0,P,1700,3327,156,250
2021-01-09 07:36:40Z.710,0x8a030b,,-6.12355,106.63148,P,1750,3327,157,251
2021-01-09 07:36:41Z.084,0x8a030b,,-6.12355,106.63148,P,1750,3327,157,251
2021-01-09 07:36:41Z.612,0x8a030b,,0,0,N,1750,3327,159,252
2021-01-09 07:36:41Z.794,0x8a030b,SJY182,0,0,P,1775,3327,160,254
2021-01-09 07:36:42Z.060,0x8a030b,SJY182,0,0,P,1775,3327,160,254
2021-01-09 07:36:42Z.696,0x8a030b,SJY182,0,0,P,1775,3327,160,254
2021-01-09 07:36:43Z.218,0x8a030b,SJY182,0,0,P,1800,3327,160,254
2021-01-09 07:36:43Z.444,0x8a030b,SJY182,-6.12405,106.62939,P,1825,3327,162,256
2021-01-09 07:36:43Z.956,0x8a030b,SJY182,-6.12405,106.62939,P,1825,3327,162,256
2021-01-09 07:36:43Z.980,0x8a030b,,-6.12399,106.62984,P,1800,3327,162,256
2021-01-09 07:36:45Z.074,0x8a030b,,0,0,N,1850,3327,165,258
2021-01-09 07:36:45Z.086,0x8a030b,SJY182,0,0,P,1850,3327,167,261
2021-01-09 07:36:45Z.270,0x8a030b,SJY182,0,0,P,1850,3327,167,261
2021-01-09 07:36:45Z.316,0x8a030b,SJY182,0,0,P,1850,3327,167,261
2021-01-09 07:36:45Z.908,0x8a030b,SJY182,0,0,P,1850,3327,167,261
2021-01-09 07:36:46Z.168,0x8a030b,,0,0,P,1875,3327,167,261
2021-01-09 07:36:46Z.262,0x8a030b,SJY182,-6.12432,106.62719,P,1875,3327,169,263
2021-01-09 07:36:46Z.292,0x8a030b,SJY182,-6.12432,106.62719,P,1875,3327,169,263
2021-01-09 07:36:47Z.422,0x8a030b,SJY182,-6.12437,106.62629,P,1900,3327,171,265
2021-01-09 07:36:47Z.612,0x8a030b,,0,0,P,1900,3327,171,265
2021-01-09 07:36:47Z.830,0x8a030b,SJY182,-6.12437,106.62582,P,1925,3327,173,268
2021-01-09 07:36:47Z.998,0x8a030b,SJY182,-6.12437,106.62582,P,1925,3327,171,265
2021-01-09 07:36:48Z.060,0x8a030b,SJY182,0,0,P,1925,3327,173,268
2021-01-09 07:36:48Z.082,0x8a030b,SJY182,0,0,P,1925,3327,173,268
2021-01-09 07:36:49Z.800,0x8a030b,,-6.12427,106.62435,P,1950,3327,175,271
2021-01-09 07:36:50Z.378,0x8a030b,SJY182,-6.12427,106.62468,P,1950,3327,175,271
2021-01-09 07:36:50Z.390,0x8a030b,SJY182,-6.12427,106.62468,P,1950,3327,175,271
2021-01-09 07:36:50Z.828,0x8a030b,SJY182,0,0,P,1975,3327,180,276
2021-01-09 07:36:51Z.016,0x8a030b,SJY182,0,0,P,1975,3327,180,276
